Date,News,Prediction
18/04/2016, striking oil workers disable over 60 of kuwait’s oil production, INCREASE
19/04/2016, noble seeks to sell off 15 percent of leviathan gas field, INCREASE
19/04/2016, north dakota sees small production decline, INCREASE
19/04/2016, russia needs to diversify away from energy, INCREASE
20/04/2016, presalt bonanza begins in brazil with first oil produced, INCREASE
20/04/2016, statoil branches out into renewables with wind investment, INCREASE
21/04/2016, iran drives opec production up in march, INCREASE
21/04/2016, can mongolia be saved from low commodity prices, INCREASE
21/04/2016, bhp to sell all coal activities in indonesia, INCREASE
22/04/2016, china’s transfer from coal to gas is well under way, DECREASE
25/04/2016, venezuela starts power rationing, INCREASE
25/04/2016, new energy project tightens russia’s grip on the south caucasus, INCREASE
25/04/2016, weakened saudi arabia could see social unrest after economic shakeup, INCREASE
26/04/2016, the 2 trillion gamble that saudi arabia cannot win, INCREASE
26/04/2016, alberta’s economic woes continue with credit rating downgrade, INCREASE
26/04/2016, does a low carbon future mean more natural gas, INCREASE
27/04/2016, 50 of proved oil reserves may have just vanished, INCREASE
28/04/2016, bp’s quarterly “profit” may not be what it seems, INCREASE
29/04/2016, us onshore production sees deep decline, INCREASE
29/04/2016, opec ramps up production and saudi exports near record high, INCREASE
13/05/2016, former dagestan deputy prime minister imprisoned over energy scandal, INCREASE
13/05/2016, russia’s grip on armenian energy sector loosening, INCREASE
13/05/2016, 911 commission member 6 saudi officials supported terror attack, INCREASE
13/05/2016, is encana done with canada looking to divest 1b in canadian shale assets, INCREASE
13/05/2016, opec output jump highest since 2008, INCREASE
13/05/2016, saudi arabia loses no 1 spot to iraq in crude exports to india, INCREASE
13/05/2016, tesla eyes 3b equity raise to launch model 3 out two years early, INCREASE
13/05/2016, chevron suffers another militant attack in niger delta, INCREASE
13/05/2016, russia’s eyes 50 oil this year, INCREASE
13/05/2016, shell shuts down four gulf of mexico wells after oil spill, INCREASE
13/05/2016, more oil offline in nigeria as exxon declares force majeure, INCREASE
16/05/2016, more glut on the way as libya unblocks exports, INCREASE
16/05/2016, range resources to make strategic 33b acquisition of rival, INCREASE
16/05/2016, venezuela declares state of emergency, INCREASE
16/05/2016, iran threatens to sue us in the hague for ‘hostile moves’, INCREASE
16/05/2016, shell says 2, INCREASE
16/05/2016, as moody downgrades saudi arabia, INCREASE
16/05/2016, total opens 5b gas plant off shetland islands, INCREASE
16/05/2016, former minister london tried to trade lockerbie bomber for libyan oil, INCREASE
16/05/2016, goldman sachs is now bigger than exxon, INCREASE
16/05/2016, isis attack on iraqi natgas plant kills 14, INCREASE
17/05/2016, google offering 20 per hour to ride in selfdriving cars, INCREASE
17/05/2016, bp doubles north sea gas stake as exploration chief prepares to exit, INCREASE
17/05/2016, eia us shale production to fall in june, INCREASE
17/05/2016, turkey puts all security personnel on high alert after istanbul explosion, INCREASE
17/05/2016, french refineries cut production after nationwide labor strike, INCREASE
17/05/2016, scorched earth strategy isis blows up several al shaer gas field installations, INCREASE
17/05/2016, shell looks to offload 40b in noncore assets, INCREASE
17/05/2016, suncor evacuates thousands of oil workers as alberta wildfires shift, INCREASE
17/05/2016, case closed exxon refused 236mn verdict appeal, INCREASE
17/05/2016, two more us oil company bankruptcies that’s four since last week, INCREASE
18/05/2016, ghost oil tanker mystery solved owner, DECREASE
18/05/2016, independent audit confirms the falkland islands are a billionbarrel basin, DECREASE
18/05/2016, greece starts tap pipeline construction, DECREASE
18/05/2016, iraqi kurdistan issues arrest warrant for energy minister’s wife, DECREASE
18/05/2016, militants attacks nigeria’s agip pipeline—again, DECREASE
18/05/2016, delta air lines plans to trim capacity growth and hike fares, DECREASE
18/05/2016, eia, DECREASE
18/05/2016, wildfires cause feedstock crisis for canadian refiners, DECREASE
18/05/2016, api data suggests 11 million barrel crude draw, DECREASE
19/05/2016, after 2 false starts, INCREASE
19/05/2016, did the israeli government just cut the redtape for this natgas field, INCREASE
19/05/2016, another big us driller goes bankrupt, INCREASE
19/05/2016, technipfmc merger deal creates 13b oil  gas services giant, INCREASE
19/05/2016, former brazilian chief of staff gets 23 years in prison for corruption, INCREASE
19/05/2016, end of the road for american energy partners, INCREASE
19/05/2016, rebel bombing shuts down key colombian oil pipeline, INCREASE
19/05/2016, kuwait changes tune at 50 oil, INCREASE
19/05/2016, venezuelan capital breaks out in violent protest as oil economy crumbles, INCREASE
20/05/2016, exxon nigeria terminal under siege, DECREASE
20/05/2016, more ma action oil search ltd takes over interoil for 22b, DECREASE
20/05/2016, canadian wildfires spread to saskatchewan, DECREASE
23/05/2016, the return of fracking to uk first fracking permit in five years, INCREASE
23/05/2016, oil investor zukerman charged with 45m tax evasion, INCREASE
23/05/2016, argentina’s new ‘probusiness’ president blocks antilayoff bill, INCREASE
23/05/2016, ‘’iran will not freeze’’ plans to ramp up oil production through 2016, INCREASE
23/05/2016, evacuation orders lifted for 8 canadian oil sands sites amid wildfire, INCREASE
23/05/2016, french strikes, INCREASE
23/05/2016, north dakota spill leaks 120, INCREASE
23/05/2016, eni’s nigeria pipeline attacked for the fourteenth time this year, INCREASE
23/05/2016, syria asks russia for help rebuilding oil industry, INCREASE
24/05/2016, api data shows 51m barrel draw, INCREASE
24/05/2016, citi says oil “turns a corner” barrel price at 50 in q3, INCREASE
24/05/2016, iraq reaches 45m bpd oil production, INCREASE
24/05/2016, egypt to increase natgas production by 30 by 2019, INCREASE
24/05/2016, refinery crisis has french oil major rethinking investment strategy, INCREASE
24/05/2016, french police strike back, INCREASE
24/05/2016, libya ramps up oil production just as market was rebalancing, INCREASE
25/05/2016, despite oil slump, INCREASE
25/05/2016, russia inks 1b offshore rig contract with iran, INCREASE
25/05/2016, exxon opens up board to climate change activist, INCREASE
25/05/2016, 5075 percent of alberta’s new carbon tax will be passed onto consumer, INCREASE
25/05/2016, total jumps on renewables bandwagon, INCREASE
25/05/2016, uk shale stocks soar 25 on revival of fracking, INCREASE
25/05/2016, oil rally set to continue as eia confirms inventory draw, INCREASE
25/05/2016, shale boom royalties come back to bite chesapeake, INCREASE
25/05/2016, oil closes in on 50, INCREASE
26/05/2016, wartorn south sudan to resume oil production in july, DECREASE
26/05/2016, us oilfield explosives stolen by rogue domestic bombmaker, DECREASE
26/05/2016, french protests nuclear power strikes add to dire fuel shortage, DECREASE
26/05/2016, nigeria, DECREASE
26/05/2016, oil supermajors bid to operate qatar’s largest oilfield, DECREASE
26/05/2016, pemex production continues to fall, DECREASE
26/05/2016, russian oil giant rosneft cannot be sold on open market, DECREASE
26/05/2016, a key indicator in the copper market suggests the bottom is near, DECREASE
26/05/2016, syrian forces close in on isissurrounded oilfield, DECREASE
26/05/2016, ‘rebel’ general nears capital, DECREASE
27/05/2016, indonesian energy minister for new opec secretarygeneral, INCREASE
27/05/2016, is norway the new france planned offshore oil strikes could hit shell hard, INCREASE
27/05/2016, two more militant attacks on nigerian crude pipeline – more barrels offline, INCREASE
31/05/2016, bp oil cargoes in limbo at terminal as venezuela can’t pay its bills, DECREASE
31/05/2016, total acquires major oil and gas assets across east africa, DECREASE
31/05/2016, french technip lands 500m deal for libyan offshore oil platform, DECREASE
31/05/2016, is first bakken crude about to head to south korea, DECREASE
31/05/2016, giant israeli gas field partners ink 3b supply deal, DECREASE
31/05/2016, in bloody shootout, DECREASE
31/05/2016, france faces complete transportation chaos ahead of euro 2016, DECREASE
31/05/2016, iraq to export 5m more barrels in june, DECREASE
13/06/2016, statoil to begin new drilling project in north sea, DECREASE
13/06/2016, transcanada expands pipeline reach in mexico with 2b deal, DECREASE
13/06/2016, rothman oil prices to surge to over 85 by end of 2016, DECREASE
13/06/2016, chile’s enap begins exploration in magallanes with conocophillips, DECREASE
13/06/2016, opec estimates oil output will fall among nonmember states, DECREASE
13/06/2016, new oil minister comes to power in algeria, DECREASE
13/06/2016, russia is reportedly set to release clintons intercepted emails, DECREASE
13/06/2016, pemex to farm out production at the trión oil field, DECREASE
13/06/2016, 60, DECREASE
13/06/2016, iran appoints ali kardor as nioc chief, DECREASE
13/06/2016, libya sues goldman sachs over us 12b in lost investments, DECREASE
14/06/2016, divestment crusaders hold stanford donations hostage, DECREASE
14/06/2016, angola could face nigerdeltastyle oil threat, DECREASE
14/06/2016, venezuela’s oil output drops sharply amid continued unrest, DECREASE
14/06/2016, exxon chief executive to attend russian investment forum, DECREASE
14/06/2016, china’s potential oil reserves up 64, DECREASE
14/06/2016, iea report sees global oil supply fall, DECREASE
15/06/2016, critical romaniabulgaria gas pipeline to come online by year’s end, DECREASE
15/06/2016, goldman sachs says oil isn’t recovering, DECREASE
15/06/2016, brazilian ethics panel rules against the nation’s most powerful politician, DECREASE
15/06/2016, shell and gazprom set to sign a deal on lng development in the baltic, DECREASE
15/06/2016, eia crude inventory data shows 900, DECREASE
15/06/2016, japan decreases dependence on the middle east, DECREASE
15/06/2016, french oil giant extends renewables presence, DECREASE
15/06/2016, oil down after api reports 12m barrel build, DECREASE
16/06/2016, lukoil anticipates iran reentry, INCREASE
16/06/2016, one of the caribbean’s largest oil refineries set to reopen, INCREASE
16/06/2016, transcanada to build 21 bn gas pipeline in mexico, INCREASE
16/06/2016, nda claims another pipeline attack in niger delta, INCREASE
16/06/2016, north dakota sees record drop in production, INCREASE
16/06/2016, california wildfires force exxon evacuation, INCREASE
16/06/2016, italy surpasses turkey as secondlargest russian gas importer, INCREASE
16/06/2016, gazprom picks up two arctic energy fields, INCREASE
16/06/2016, footage surfaces of orlando shooter badmouthing bp oil spill cleanup team, INCREASE
16/06/2016, exxon and bhp consider major divestment, INCREASE
16/06/2016, devon to sell midland basin assets, INCREASE
16/06/2016, suncor’s losses in alberta could hit 1 billion c, INCREASE
17/06/2016, petrobras discovers major well at promising offshore oil field, INCREASE
17/06/2016, oil price rebound brings canadian dollar back to life, INCREASE
17/06/2016, israel to offer up tantalizing offshore gas exploration blocks, INCREASE
